name,record,weight_class,nick_name
Travis Lutter,12-5-0 (W-L-D),Middleweight,"""The Serial Killer"""
Tucker Lutz,12-4-0 (W-L-D),Featherweight,"""Top Gun"""
Stevie Lynch,4-0-0 (W-L-D),Welterweight,"""Smiling Assassin"""
Chris Lytle,41-18-4 (W-L-D),Welterweight,"""Lights Out"""
Dong Hyun Ma,16-11-3 (W-L-D),Lightweight,"""Maestro"""
Pawan Maan,0-1-0 (W-L-D),Lightweight,
William Macario,8-3-0 (W-L-D),Welterweight,"""Patolino"""
Ryan MacDonald,10-2-0 (W-L-D),Bantamweight,"""Main Event"""
Rory MacDonald,18-4-0 (W-L-D),Welterweight,"""Red King"""
Jason MacDonald,26-16-0 (W-L-D),Middleweight,"""The Athlete"""
Rob MacDonald,4-3-0 (W-L-D),Light Heavyweight,"""Maximus"""
Veronica Hardy,9-5-1 (W-L-D),Women's Flyweight,
Caio Machado,8-4-1 (W-L-D),Light Heavyweight,"""Bigfoot"""
Valesca Machado,0-1-0 (W-L-D),Women's Strawweight,"""Tina Black"""
Ian Machado Garry,16-1-0 (W-L-D),Welterweight,"""The Future"""
Lyoto Machida,24-8-0 (W-L-D),Middleweight,"""The Dragon"""
Anthony Macias,0-0-0 (W-L-D),N/A,
Pauline Macias,0-1-0 (W-L-D),Women's Strawweight,
Reza Madadi,14-6-0 (W-L-D),Lightweight,"""Mad Dog"""
Don Madge,9-3-1 (W-L-D),Lightweight,"""Magic Man"""
Ryan Madigan,5-1-0 (W-L-D),Welterweight,"""The Lion"""
Victor Madrigal,0-1-0 (W-L-D),Bantamweight,
Mark Madsen,12-2-0 (W-L-D),Lightweight,"""The Olympian"""
Jon Madsen,7-1-0 (W-L-D),Heavyweight,
Leonardo Mafra,12-3-0 (W-L-D),Lightweight,"""Macarrão"""
Vinny Magalhaes,11-7-0 (W-L-D),Light Heavyweight,"""Pezao"""
Bernardo Magalhaes,11-3-0 (W-L-D),Lightweight,"""Trekko"""
Caio Magalhaes,9-3-0 (W-L-D),Middleweight,"""Hellboy"""
Angela Magana,11-9-0 (W-L-D),Women's Strawweight,"""Your Majesty"""
Neil Magny,29-14-0 (W-L-D),Welterweight,"""The Haitian Sensation"""
Raimond Magomedaliev,0-1-0 (W-L-D),Welterweight,
Rashid Magomedov,20-2-0 (W-L-D),Lightweight,"""Goretz"""
Ruslan Magomedov,14-1-0 (W-L-D),Heavyweight,"""Leopard"""
Abus Magomedov,28-6-1 (W-L-D),Middleweight,
Shara Magomedov,15-1-0 (W-L-D),Middleweight,"""Bullet"""
Zabit Magomedsharipov,18-1-0 (W-L-D),Featherweight,
John Maguire,18-6-0 (W-L-D),Lightweight,"""The One"""
Maheshate,10-4-0 (W-L-D),Lightweight,
Bill Mahood,12-3-1 (W-L-D),Light Heavyweight,"""The Butcher"""
Demian Maia,28-11-0 (W-L-D),Welterweight,
Jennifer Maia,21-10-1 (W-L-D),Women's Flyweight,
Nayara Maia,0-1-0 (W-L-D),Women's Flyweight,
Roshan Mainam,0-0-0 (W-L-D),Featherweight,
Levan Makashvili,10-2-1 (W-L-D),Featherweight,"""The Hornet"""
John Makdessi,18-9-0 (W-L-D),Lightweight,"""The Bull"""
Islam Makhachev,27-1-0 (W-L-D),Lightweight,
Bilyal Makhov,0-0-0 (W-L-D),Heavyweight,
Zach Makovsky,19-8-0 (W-L-D),Flyweight,"""Fun Size"""
Azat Maksum,15-2-0 (W-L-D),Flyweight,"""Qazaq"""
Fabio Maldonado,22-9-0 (W-L-D),Light Heavyweight,"""Caipira de Aco"""
Bea Malecki,4-1-0 (W-L-D),Women's Bantamweight,
Nazareno Malegarie,28-5-0 (W-L-D),Lightweight,"""El Tigre"""
Jacob Malkoun,8-3-0 (W-L-D),Middleweight,"""Mamba"""
Mike Malott,12-2-1 (W-L-D),Welterweight,"""Proper"""
Troy Mandaloniz,3-2-0 (W-L-D),Welterweight,"""Rude Boy"""
Nate Maness,16-3-0 (W-L-D),Flyweight,"""Mayhem"""
Gary Mangat,0-0-0 (W-L-D),Flyweight,
Jon Manley,7-3-0 (W-L-D),Welterweight,
Marnic Mann,6-3-0 (W-L-D),Women's Strawweight,"""The Sawed-Off Savage"""
Jimi Manuwa,17-6-0 (W-L-D),Light Heavyweight,"""Poster Boy"""
William Marcario,0-0-0 (W-L-D),Welterweight,"""Patolino"""
Cristiano Marcello,13-6-0 (W-L-D),Lightweight,
Daniel Marcos,17-1-0 (W-L-D),Bantamweight,"""Soncora"""
Jose Maria,33-5-0 (W-L-D),Flyweight,"""No Chance"""
Enrique Marin,9-4-0 (W-L-D),Welterweight,"""Wasabi"""
Jesse Mariotti,0-0-0 (W-L-D),Light Heavyweight,"""Slap Papi"""
Chepe Mariscal,18-6-0 (W-L-D),Featherweight,"""Machine Gun"""
Ronny Markes,14-3-0 (W-L-D),Middleweight,
Rory Markham,16-6-0 (W-L-D),Welterweight,
Randa Markos,11-12-1 (W-L-D),Women's Strawweight,"""Quiet Storm"""
Christina Marks,8-9-0 (W-L-D),Women's Flyweight,
Brendon Marotte,14-2-1 (W-L-D),Featherweight,"""The Kid """
Nate Marquardt,38-19-2 (W-L-D),Middleweight,"""The Great"""
Danilo Marques,11-4-0 (W-L-D),Light Heavyweight,
Julian Marquez,9-6-0 (W-L-D),Middleweight,"""The Cuban Missile Crisis"""
Carmelo Marrero,10-2-1 (W-L-D),Light Heavyweight,"""The Fury"""
Dallas Marron,0-0-0 (W-L-D),Welterweight,"""El Tigre"""
Cesar Marscucci,0-0-0 (W-L-D),Lightweight,
John Marsh,12-4-0 (W-L-D),Heavyweight,"""The Bull"""
Eliot Marshall,11-5-0 (W-L-D),Light Heavyweight,"""The Fire"""
Doug Marshall,7-2-0 (W-L-D),Light Heavyweight,"""The Rhino"""
Francis Marshall,8-3-0 (W-L-D),Featherweight,"""Fire"""
Jack Marshman,23-10-0 (W-L-D),Middleweight,"""The Hammer"""
Mallory Martin,7-5-0 (W-L-D),Women's Strawweight,
Anthony Rocco Martin,17-6-0 (W-L-D),Welterweight,
Terry Martin,18-4-0 (W-L-D),Middleweight,
Eric Martin,1-0-0 (W-L-D),Heavyweight,
Justin Martin,0-0-0 (W-L-D),Heavyweight,
Michal Martinek,0-0-0 (W-L-D),Heavyweight,"""Blackbeard"""
David Martinez,12-1-0 (W-L-D),Bantamweight,"""Black Spartan"""
Danny Martinez,18-7-0 (W-L-D),Flyweight,"""The Gremlin"""
Rainy Martinez,0-0-0 (W-L-D),Lightweight,
Henry Martinez,9-3-0 (W-L-D),Lightweight,"""Sicario"""
Roque Martinez,15-8-2 (W-L-D),Heavyweight,
Victor Martinez,13-6-0 (W-L-D),Lightweight,"""The Brick"""
Mana Martinez,10-4-0 (W-L-D),Bantamweight,"""ManaBoi"""
Jonathan Martinez,19-6-0 (W-L-D),Bantamweight,"""Dragon"""
Melissa Martinez,8-1-0 (W-L-D),Women's Strawweight,"""Super Mely"""
Lucas Martins,16-3-0 (W-L-D),Featherweight,"""Mineiro"""
Adriano Martins,28-9-0 (W-L-D),Lightweight,
Bristol Marunde,12-9-0 (W-L-D),Welterweight,
Kazuma Maruyama,0-1-0 (W-L-D),Lightweight,
Mike Massenzio,13-7-0 (W-L-D),Middleweight,"""The Master of Disaster"""
Tiffany Masters,2-1-0 (W-L-D),Women's Strawweight,"""Rainbow Renegade"""
Jorge Masvidal,35-17-0 (W-L-D),Welterweight,"""Gamebred"""
Al Matavao,0-1-0 (W-L-D),Light Heavyweight,
Eduardo Matias Torres,0-1-0 (W-L-D),Bantamweight,
Tateki Matsuda,10-7-0 (W-L-D),Flyweight,"""Tech"""
Jean Matsumoto,16-1-0 (W-L-D),Bantamweight,
Koyomi Matsushima,1-1-0 (W-L-D),Featherweight,
Connor Matthews,7-4-0 (W-L-D),Featherweight,"""The Controller"""
Jake Matthews,21-7-0 (W-L-D),Welterweight,"""The Celtic Kid"""
John Matua,0-0-0 (W-L-D),N/A,
Francesco Maturi,0-0-0 (W-L-D),N/A,
Vladimir Matyushenko,26-7-0 (W-L-D),Light Heavyweight,"""The Janitor"""
Miranda Maverick,17-6-0 (W-L-D),Women's Flyweight,"""Fear The"""
Nick Maximov,8-2-0 (W-L-D),Middleweight,
Jack May,7-2-0 (W-L-D),Heavyweight,"""The Outlaw"""
Don'Tale Mayes,11-9-0 (W-L-D),Heavyweight,"""Lord Kong"""
Gray Maynard,14-8-1 (W-L-D),Featherweight,
Gina Mazany,7-6-0 (W-L-D),Women's Flyweight,"""Danger"""
Sabina Mazo,9-4-0 (W-L-D),Women's Flyweight,"""Colombian Queen"""
Scott McAfee,6-0-0 (W-L-D),Lightweight,"""The Alaskan Hammer"""
Michael McBride,8-3-0 (W-L-D),Lightweight,
Ian McCall,13-5-1 (W-L-D),Flyweight,"""Uncle Creepy"""
Molly McCann,14-8-0 (W-L-D),Women's Strawweight,"""Meatball"""
Charles McCarthy,10-5-0 (W-L-D),Middleweight,"""Chainsaw"""
Eric McConico,9-3-1 (W-L-D),Middleweight,
Sean McCorkle,10-2-0 (W-L-D),Heavyweight,"""Big Sexy"""
Kris McCray,6-3-0 (W-L-D),Welterweight,"""Savage"""
Tamdan McCrory,14-5-0 (W-L-D),Middleweight,"""The Barn Cat"""
Justin McCully,9-5-2 (W-L-D),Heavyweight,"""The Nsane1"""
Bubba McDaniel,21-8-0 (W-L-D),Middleweight,"""The Menace"""
Michael McDonald,17-4-0 (W-L-D),Bantamweight,"""Mayday"""
Drew McFedries,8-6-0 (W-L-D),Middleweight,"""The Massacre"""
Court McGee,23-14-0 (W-L-D),Welterweight,"""The Crusher"""
Gan McGee,12-2-0 (W-L-D),Heavyweight,"""The Giant"""
Marcus McGhee,10-1-0 (W-L-D),Bantamweight,"""The Maniac"""
Ryan McGilivray,11-5-1 (W-L-D),Welterweight,"""The Kid"""
Jack McGlaughlin,0-0-0 (W-L-D),N/A,
Conor McGregor,22-6-0 (W-L-D),Lightweight,"""The Notorious"""
Sean Mcinerney,0-0-0 (W-L-D),Welterweight,"""Poopies"""
Antonio McKee,25-4-2 (W-L-D),Lightweight,
Rhys McKee,14-6-1 (W-L-D),Welterweight,"""Skelator"""
Cory McKenna,8-4-0 (W-L-D),Women's Strawweight,"""Poppins"""
Tim McKenzie,12-6-0 (W-L-D),Middleweight,"""Wrecking Machine"""
Cody McKenzie,14-4-0 (W-L-D),Lightweight,
Terrance McKinney,17-7-0 (W-L-D),Lightweight,"""T. Wrecks"""
Garreth McLellan,13-6-0 (W-L-D),Middleweight,"""Soldierboy"""
Sara McMann,13-6-0 (W-L-D),Women's Bantamweight,
James McSweeney,13-7-0 (W-L-D),Light Heavyweight,"""The Hammer"""
Jackson McVey,6-0-0 (W-L-D),Middleweight,"""The Moose"""
Tim Means,33-17-1 (W-L-D),Welterweight,"""The Dirty Bird"""
Yancy Medeiros,15-8-0 (W-L-D),Lightweight,
Anistavio Medeiros,15-8-0 (W-L-D),Featherweight,"""Gasparzinho"""
MarQuel Mederos,11-1-0 (W-L-D),Lightweight,
Uroš Medić,10-3-0 (W-L-D),Welterweight,"""The Doctor"""
Todd Medina,0-0-0 (W-L-D),N/A,
Emil Meek,9-5-1 (W-L-D),Welterweight,"""Valhalla"""
Alton Meeks,3-0-0 (W-L-D),Heavyweight,"""Murda"""
Gerald Meerschaert,37-19-0 (W-L-D),Middleweight,"""GM3"""
Jordan Mein,30-12-0 (W-L-D),Welterweight,"""Young Gun"""
Brian Melancon,7-3-0 (W-L-D),Welterweight,
Gilbert Melendez,22-8-0 (W-L-D),Lightweight,"""El Niño"""
Dominik Melendez,0-0-0 (W-L-D),Middleweight,"""The Menace"""
Marcello Mello,0-0-0 (W-L-D),Lightweight,
Vanessa Melo,11-8-0 (W-L-D),Women's Bantamweight,
Augusto Mendes,6-2-0 (W-L-D),Bantamweight,"""Tanquinho"""
Chad Mendes,18-5-0 (W-L-D),Featherweight,"""Money"""
Antonio Mendes,14-4-0 (W-L-D),Light Heavyweight,"""Samuray"""
Eddie Mendez,0-0-0 (W-L-D),Middleweight,
Mateus Mendonça,10-3-0 (W-L-D),Flyweight,"""Bocao"""
Pietro Menga,13-0-0 (W-L-D),Flyweight,"""The Italian Stallion"""
Alonzo Menifield,17-5-1 (W-L-D),Light Heavyweight,"""Atomic"""
Ivan Menjivar,25-12-0 (W-L-D),Featherweight,"""The Pride of El Salvador"""
Dave Menne,35-6-1 (W-L-D),Welterweight,"""The Warrior"""
Joe Merritt,7-1-0 (W-L-D),Welterweight,"""Joey Slash"""
Jonathan Meunier,8-1-0 (W-L-D),Welterweight,"""The French Spider"""
Yaotzin Meza,21-11-0 (W-L-D),Featherweight,
Guy Mezger,44-13-6 (W-L-D),Middleweight,
Jonathan Micallef,8-1-0 (W-L-D),Welterweight,"""The Captain"""
Andreas Michailidis,13-6-0 (W-L-D),Welterweight,"""The Spartan"""
David Michaud,8-1-0 (W-L-D),Lightweight,"""BullDawg"""
Christophe Midoux,9-5-0 (W-L-D),Heavyweight,"""The French Hurricane"""
Keith Mielke,0-0-0 (W-L-D),N/A,
Bojan Mihajlovic,10-5-0 (W-L-D),Heavyweight,
Pat Miletich,27-5-2 (W-L-D),Middleweight,"""The Croatian Sensation"""
Curtis Millender,17-5-0 (W-L-D),Welterweight,"""Curtious"""
Cole Miller,21-11-0 (W-L-D),Featherweight,"""Magrinho"""
Jason Miller,24-10-0 (W-L-D),Welterweight,"""Mayhem"""
Phillip Miller,15-0-0 (W-L-D),Middleweight,
Jim Miller,38-19-0 (W-L-D),Lightweight,"""A-10"""
Dan Miller,14-8-0 (W-L-D),Middleweight,
Juliana Miller,5-3-0 (W-L-D),Women's Flyweight,"""Killer"""
Mo Miller,1-0-0 (W-L-D),Bantamweight,
Che Mills,15-6-0 (W-L-D),Welterweight,"""Beautiful"""
Adam Milstead,8-3-0 (W-L-D),Light Heavyweight,"""The Prototype"""
Alberto Mina,13-1-0 (W-L-D),Welterweight,"""Soldier of God"""
Zhang Mingyang,19-6-0 (W-L-D),Light Heavyweight,"""Mountain Tiger"""
Darrick Minner,26-14-0 (W-L-D),Featherweight,
Ikuhisa Minowa,0-0-0 (W-L-D),Middleweight,
Carlton Minus,10-3-0 (W-L-D),Welterweight,"""Clutch"""
Stipe Miocic,20-5-0 (W-L-D),Heavyweight,
Frank Mir,18-11-0 (W-L-D),Heavyweight,
Vitor Miranda,13-7-0 (W-L-D),Middleweight,"""Lex Luthor"""
Gabriel Miranda,17-8-0 (W-L-D),Featherweight,"""Fly"""
Mario Miranda,12-3-0 (W-L-D),Middleweight,
Kazuo Misaki,0-0-0 (W-L-D),Welterweight,"""Hitman"""
Toby Misech,10-5-0 (W-L-D),Featherweight,"""2Quick"""
Dokonjonosuke Mishima,17-6-2 (W-L-D),Lightweight,
Martin Mishtaku,0-0-0 (W-L-D),Heavyweight,"""Booth"""
Maurice Mitchell,11-2-0 (W-L-D),Featherweight,
Danny Mitchell,14-6-1 (W-L-D),Welterweight,"""The Cheesecake Assassin"""
Felix Lee Mitchell,0-0-0 (W-L-D),N/A,
Bryce Mitchell,17-4-0 (W-L-D),Bantamweight,"""Thug Nasty"""
Terrence Mitchell,15-4-0 (W-L-D),Bantamweight,
Roman Mitichyan,9-2-0 (W-L-D),Welterweight,"""The Emperor"""
Matt Mitrione,9-5-0 (W-L-D),Heavyweight,
Eiji Mitsuoka,18-9-2 (W-L-D),Featherweight,
Patchy Mix,20-2-0 (W-L-D),Bantamweight,"""No Love"""
Takeya Mizugaki,21-11-2 (W-L-D),Bantamweight,
Roxanne Modafferi,25-21-0 (W-L-D),Women's Flyweight,"""The Happy Warrior"""
Bobby Moffett,12-5-0 (W-L-D),Featherweight,"""The Wolfman"""
Nate Mohr,8-6-0 (W-L-D),Lightweight,
Renato Moicano,20-7-1 (W-L-D),Lightweight,
Thiago Moisés,19-9-0 (W-L-D),Lightweight,
Muhammad Mokaev,13-0-0 (W-L-D),Flyweight,"""The Punisher"""
Suman Mokhtarian,8-2-0 (W-L-D),Featherweight,
Ashkan Mokhtarian,13-3-0 (W-L-D),Flyweight,"""The Assassin"""
Jeffrey Molina,11-2-0 (W-L-D),Flyweight,"""El Jefe"""
Rudyard Moncayo,0-0-0 (W-L-D),N/A,
Jeff Monson,24-5-0 (W-L-D),Heavyweight,"""The Snowman"""
Darrell Montague,13-5-0 (W-L-D),Flyweight,"""Mongoose"""
Augusto Montano,15-3-0 (W-L-D),Welterweight,"""Dodger"""
Erick Montano,8-5-0 (W-L-D),Welterweight,"""Perry"""
Nicco Montano,5-3-0 (W-L-D),Women's Bantamweight,
Alberto Montes,1-0-0 (W-L-D),Featherweight,
Steve Montgomery,8-4-0 (W-L-D),Middleweight,"""The Creepy Weasel"""
James Moontasri,9-5-0 (W-L-D),Welterweight,"""Moon Walker"""
Homer Moore,17-2-0 (W-L-D),Light Heavyweight,"""The Rock"""
Taylor Moore,0-1-0 (W-L-D),Bantamweight,
Marlon Moraes,23-10-1 (W-L-D),Bantamweight,"""Magic"""
Sergio Moraes,14-7-1 (W-L-D),Welterweight,"""The Panther"""
Sheymon Moraes,11-4-0 (W-L-D),Featherweight,
John Moraga,19-7-0 (W-L-D),Flyweight,"""Chicano"""
Vince Morales,16-10-0 (W-L-D),Bantamweight,"""Vandetta"""
Michael Morales,18-0-0 (W-L-D),Welterweight,
Leonardo Morales,5-2-0 (W-L-D),Bantamweight,"""Chimmy"""
Albert Morales,7-4-1 (W-L-D),Bantamweight,"""The Warrior"""
Joseph Morales,9-2-0 (W-L-D),Flyweight,"""Bopo"""
Omar Morales,11-4-0 (W-L-D),Lightweight,"""Venezuelan Fighter"""
Sarah Moras,6-8-0 (W-L-D),Women's Bantamweight,"""Cheesecake"""
Christian Morecraft,7-3-0 (W-L-D),Heavyweight,
Vinicius Moreira,9-5-0 (W-L-D),Light Heavyweight,"""Mamute"""
Gisele Moreira,0-0-0 (W-L-D),Women's Bantamweight,"""Gi"""
Richardson Moreira,7-4-0 (W-L-D),Middleweight,"""Rick Monstro"""
Brandon Moreno,23-8-2 (W-L-D),Flyweight,"""The Assassin Baby"""
Dan Moret,13-6-0 (W-L-D),Lightweight,"""The Hitman"""
Peggy Morgan,2-1-0 (W-L-D),Women's Bantamweight,"""Daywalker"""
Sammy Morgan,18-7-0 (W-L-D),Welterweight,"""The Squeeze"""
Alexander Morgan,0-1-0 (W-L-D),Featherweight,
Joe Moriera,0-0-0 (W-L-D),Lightweight,
Alex Morono,24-12-0 (W-L-D),Welterweight,"""The Great White"""
Maryna Moroz,11-6-0 (W-L-D),Women's Flyweight,"""Iron Lady"""
Sergey Morozov,19-5-0 (W-L-D),Bantamweight,
Brad Morris,10-4-0 (W-L-D),Light Heavyweight,
Scott Morris,0-0-0 (W-L-D),N/A,
Anthony Morrison,15-8-0 (W-L-D),Lightweight,"""Cheesesteak"""
Harry Moskowitz,0-0-0 (W-L-D),Heavyweight,
Carlos Mota,8-2-0 (W-L-D),Flyweight,"""Tizil """
Nikolas Motta,15-6-0 (W-L-D),Lightweight,"""Iron"""
Flavio Moura,0-0-0 (W-L-D),Middleweight,
Eduarda Moura,11-1-0 (W-L-D),Women's Flyweight,"""Ronda"""
Gegard Mousasi,42-6-2 (W-L-D),Middleweight,
Kris Moutinho,14-7-0 (W-L-D),Bantamweight,
Jamie Moyle,4-3-0 (W-L-D),Women's Strawweight,
Askar Mozharov,0-1-0 (W-L-D),Light Heavyweight,
Sumudaerji,17-7-0 (W-L-D),Flyweight,"""The Tibetan Eagle"""
Lauren Mueller,5-3-0 (W-L-D),Women's Flyweight,"""Princess Tiger"""
Belal Muhammad,24-4-0 (W-L-D),Welterweight,"""Remember The Name"""
Quinn Mulhern,18-4-0 (W-L-D),Lightweight,
James Mulheron,11-2-0 (W-L-D),Heavyweight,"""Juggernaut"""
Jamie Mullarkey,17-8-0 (W-L-D),Lightweight,"""Hooligan"""
Jim Mullen,0-0-0 (W-L-D),Heavyweight,
Melissa Mullins,7-2-0 (W-L-D),Women's Bantamweight,"""No Mess"""
Pedro Munhoz,20-10-0 (W-L-D),Bantamweight,"""The Young Punisher"""
Andre Muniz,24-7-0 (W-L-D),Middleweight,"""Sergipano"""
Mark Munoz,14-6-0 (W-L-D),Middleweight,"""The Filipino Wrecking Machine"""
Alexander Munoz,7-2-0 (W-L-D),Lightweight,
Johnny Munoz,12-4-0 (W-L-D),Bantamweight,"""Kid Kvenbo"""
Olivier Murad,1-0-0 (W-L-D),Featherweight,
Makhmud Muradov,26-8-0 (W-L-D),Middleweight,
Kanako Murata,12-3-0 (W-L-D),Women's Strawweight,
Aili Muratbek,0-0-0 (W-L-D),Lightweight,
Vince Murdock,12-4-0 (W-L-D),Featherweight,
Samandar Murodov,2-0-0 (W-L-D),Welterweight,
Lerone Murphy,16-0-1 (W-L-D),Featherweight,"""The Miracle"""
Tom Murphy,5-1-0 (W-L-D),Heavyweight,
Lauren Murphy,16-6-0 (W-L-D),Women's Flyweight,"""Lucky"""
Lee Murray,9-1-1 (W-L-D),Middleweight,
Jesse Murray,0-1-0 (W-L-D),Light Heavyweight,"""Hollywood"""
Khalid Murtazaliev,14-2-0 (W-L-D),Middleweight,
Azamat Murzakanov,15-0-0 (W-L-D),Light Heavyweight,"""Professional"""
Josias Musasa,8-1-0 (W-L-D),Bantamweight,"""The KO Wizard"""
Tofiq Musayev,22-6-0 (W-L-D),Lightweight,
Nico Musoke,13-5-0 (W-L-D),Welterweight,
Magomed Mustafaev,14-4-0 (W-L-D),Lightweight,"""The Sniper"""
Max Mustaki,6-3-0 (W-L-D),Lightweight,"""Mad"""
Elvis Mutapcic,15-5-1 (W-L-D),Middleweight,"""The King"""
Przemyslaw Mysiala,0-0-0 (W-L-D),Heavyweight,
Muhammad Naimov,13-3-0 (W-L-D),Featherweight,"""Hillman"""
Rin Nakai,16-2-1 (W-L-D),Women's Bantamweight,
Kazuhiro Nakamura,11-8-0 (W-L-D),Light Heavyweight,"""Kaz"""
Keita Nakamura,34-10-2 (W-L-D),Welterweight,"""K-Taro"""
Rinya Nakamura,9-1-0 (W-L-D),Bantamweight,"""Hybred"""
Jutaro Nakao,11-8-2 (W-L-D),Welterweight,
Tyson Nam,21-14-1 (W-L-D),Flyweight,
Rose Namajunas,15-7-0 (W-L-D),Women's Flyweight,"""Thug"""
Nad Narimani,12-4-0 (W-L-D),Featherweight,"""Smiler"""
Roger Narvaez,7-2-0 (W-L-D),Middleweight,"""Silverback"""
Allan Nascimento,21-6-0 (W-L-D),Flyweight,"""Puro Osso"""
Rodrigo Nascimento,11-3-0 (W-L-D),Heavyweight,"""Ze' Colmeia"""
Bobby Nash,8-4-0 (W-L-D),Welterweight,"""Nashty"""
Nasrudin Nasrudinov,0-1-0 (W-L-D),Light Heavyweight,
Rafael Natal,21-9-1 (W-L-D),Middleweight,"""Sapo"""
Kevin Natividad,9-4-0 (W-L-D),Bantamweight,"""Quicksand"""
Ismail Naurdiev,24-8-0 (W-L-D),Middleweight,"""Berzdog"""
Reza Nazri,0-0-0 (W-L-D),N/A,
Tafon Nchukwi,6-4-0 (W-L-D),Middleweight,"""Da Don"""
Dustin Neace,23-18-1 (W-L-D),Featherweight,"""The Beast"""
Geoff Neal,16-6-0 (W-L-D),Welterweight,"""Handz of Steel"""
Stanislav Nedkov,12-2-0 (W-L-D),Light Heavyweight,"""Stucky"""
Josh Neer,33-13-1 (W-L-D),Welterweight,"""The Dentist"""
Nicolae Negumereanu,13-2-0 (W-L-D),Light Heavyweight,
Nair Nelikyan,0-0-0 (W-L-D),Lightweight,
Steve Nelmark,0-0-0 (W-L-D),N/A,
Kyle Nelson,16-6-1 (W-L-D),Featherweight,"""The Monster"""
Roy Nelson,23-14-0 (W-L-D),Heavyweight,"""Big Country"""
Shane Nelson,13-5-0 (W-L-D),Lightweight,"""Sugar"""
Gunnar Nelson,19-6-1 (W-L-D),Welterweight,"""Gunni"""
Antonio Braga Neto,9-3-0 (W-L-D),Middleweight,
Mario Neto,9-3-0 (W-L-D),Heavyweight,"""Sukata"""
Eduardo Neves,0-2-0 (W-L-D),Heavyweight,
Nick Newell,14-1-0 (W-L-D),Lightweight,
Journey Newson,10-5-0 (W-L-D),Bantamweight,
Jeff Newton,4-2-0 (W-L-D),Light Heavyweight,"""The Karate Kid"""
Carlos Newton,13-8-0 (W-L-D),Welterweight,"""The Ronin"""
Francis Ngannou,17-3-0 (W-L-D),Heavyweight,"""The Predator"""
Ben Nguyen,17-8-0 (W-L-D),Flyweight,"""10"""
Steven Nguyen,9-2-0 (W-L-D),Featherweight,"""The Ninja"""
Alex Nicholson,7-4-0 (W-L-D),Middleweight,"""The Spartan"""
Bo Nickal,7-1-0 (W-L-D),Middleweight,
Mike Nickels,5-1-0 (W-L-D),Light Heavyweight,
Matheus Nicolau,19-6-1 (W-L-D),Flyweight,
Stewart Nicoll,8-1-0 (W-L-D),Flyweight,"""Kakamora"""
Jaimee Nievera,7-4-0 (W-L-D),Women's Flyweight,"""Queenie"""
Tom Niinimaki,21-8-1 (W-L-D),Featherweight,"""Stoneface"""
Ramsey Nijem,10-5-0 (W-L-D),Lightweight,
Mats Nilsson,11-4-1 (W-L-D),Welterweight,
Jack Nilsson,0-0-0 (W-L-D),Lightweight,
Yamato Nishikawa,0-0-0 (W-L-D),Lightweight,
Anthony Njokuani,16-9-0 (W-L-D),Lightweight,"""The Assassin"""
Chidi Njokuani,25-10-0 (W-L-D),Welterweight,"""Bang Bang"""
Derrick Noble,15-7-1 (W-L-D),Welterweight,"""The Eraser"""
Kyle Noblitt,0-0-0 (W-L-D),Heavyweight,
Pedro Nobre,14-1-2 (W-L-D),Bantamweight,
Antonio Rogerio Nogueira,23-10-0 (W-L-D),Light Heavyweight,"""Minotouro"""
Alexandre Nogueira,13-4-2 (W-L-D),Bantamweight,"""Pequeno"""
Minotauro Nogueira,34-10-1 (W-L-D),Heavyweight,
Kyle Noke,22-10-1 (W-L-D),Welterweight,
Tom Nolan,9-1-0 (W-L-D),Lightweight,"""Big Train"""
KJ Noons,12-8-0 (W-L-D),Lightweight,
Sage Northcutt,11-2-0 (W-L-D),Welterweight,"""Super"""
Shohei Nose,1-3-0 (W-L-D),Bantamweight,
Jason Novelli,11-3-0 (W-L-D),Lightweight,"""Pepsi"""
Phillipe Nover,12-8-1 (W-L-D),Featherweight,"""The Filipino Assassin"""
Taiyilake Nueraji,1-0-0 (W-L-D),Welterweight,
Shayilan Nuerdanbieke,39-12-0 (W-L-D),Featherweight,"""Wolverine"""
Istela Nunes,6-6-0 (W-L-D),Women's Strawweight,
Diego Nunes,18-4-0 (W-L-D),Featherweight,"""The Gun"""
Amanda Nunes,23-5-0 (W-L-D),Women's Bantamweight,"""The Lioness"""
Josiane Nunes,10-4-0 (W-L-D),Women's Bantamweight,"""Josi"""
Diyar Nurgozhay,10-1-0 (W-L-D),Light Heavyweight,
Abubakar Nurmagomedov,17-4-1 (W-L-D),Welterweight,
Khabib Nurmagomedov,29-0-0 (W-L-D),Lightweight,"""The Eagle"""
Said Nurmagomedov,18-4-0 (W-L-D),Bantamweight,
Umar Nurmagomedov,18-1-0 (W-L-D),Bantamweight,
Kennedy Nzechukwu,14-5-0 (W-L-D),Heavyweight,"""African Savage"""
Jake O'Brien,11-3-0 (W-L-D),Light Heavyweight,"""Irish"""
TJ O'Brien,16-5-0 (W-L-D),Lightweight,"""The Spider"""
Sean O'Connell,17-9-0 (W-L-D),Light Heavyweight,"""The Real OC"""
Sean O'Malley,18-3-0 (W-L-D),Bantamweight,"""Suga"""
Chuck O'Neil,8-5-0 (W-L-D),Welterweight,"""Cold Steel"""
Casey O'Neill,10-2-0 (W-L-D),Women's Flyweight,"""King"""
Brendan O'Reilly,6-3-0 (W-L-D),Welterweight,"""The Badger"""
